Date,City,ID,X,Y,1cm,100cm
10/11/2022,富岡町,0794,07,94,0.22,0.41
10/11/2022,富岡町,0894,08,94,0.14,0.23
10/11/2022,富岡町,0994,09,94,0.13,0.21
9/12/2022,富岡町,1094,10,94,0.17,0.16
9/12/2022,富岡町,1194,11,94,0.14,0.16
9/12/2022,富岡町,1294,12,94,0.11,0.14
9/12/2022,富岡町,1394,13,94,0.27,0.25
9/12/2022,富岡町,1494,14,94,0.16,0.17
9/12/2022,富岡町,1594,15,94,0.18,0.2
10/11/2022,富岡町,0695,06,95,0.12,0.15
10/11/2022,富岡町,0795,07,95,0.09,0.07
10/11/2022,富岡町,0895,08,95,0.24,0.23
11/26/2022,富岡町,0995,09,95,0.1,0.1
9/12/2022,富岡町,1495,14,95,0.2,0.23
9/12/2022,富岡町,1595,15,95,0.1,0.16
10/11/2022,富岡町,0796,07,96,0.13,0.16
10/11/2022,富岡町,0896,08,96,0.32,0.33
11/25/2022,富岡町,0996,09,96,0.25,0.27
9/12/2022,富岡町,1096,10,96,0.08,0.12
9/12/2022,富岡町,1196,11,96,0.11,0.17
9/12/2022,富岡町,1496,14,96,0.12,0.14
11/26/2022,富岡町,0997,09,97,0.14,0.11
9/12/2022,富岡町,1197,11,97,0.16,0.15
11/26/2022,富岡町,0898,08,98,0.18,0.15
10/11/2022,富岡町,0998,09,98,0.19,0.15
10/8/2022,浪江町,5233,52,33,0.95,1.45
10/8/2022,浪江町,5433,54,33,2.33,2.77
10/8/2022,浪江町,5633,56,33,1.15,1.54
10/8/2022,浪江町,4734,47,34,1.26,1.36
10/8/2022,浪江町,4834,48,34,1.66,1.26
10/8/2022,浪江町,4934,49,34,2.31,2.46
10/8/2022,浪江町,5034,50,34,3.5,2.08
10/8/2022,浪江町,5134,51,34,2.13,1.4
10/8/2022,浪江町,5234,52,34,1.2,1.35
10/8/2022,浪江町,5334,53,34,1.55,1.72
10/8/2022,浪江町,5434,54,34,1.73,1.45
10/8/2022,浪江町,5534,55,34,0.93,0.99
10/8/2022,浪江町,4635,46,35,0.93,0.91
10/8/2022,浪江町,4935,49,35,3.83,2.23
10/8/2022,浪江町,5035,50,35,1.72,2.15
10/8/2022,浪江町,5135,51,35,3.85,2.88
10/12/2022,浪江町,5235,52,35,4.79,2.13
10/8/2022,浪江町,5435,54,35,1.59,1.38
10/8/2022,浪江町,4436,44,36,0.98,0.73
10/8/2022,浪江町,4536,45,36,1.13,0.99
10/8/2022,浪江町,4636,46,36,1.22,1.2
10/8/2022,浪江町,5036,50,36,2.98,2.43
10/12/2022,浪江町,5236,52,36,1.72,2.02
10/8/2022,浪江町,5436,54,36,1.3,1.45
10/8/2022,浪江町,4537,45,37,1.65,1.45
10/8/2022,浪江町,4937,49,37,2.72,2.02
10/8/2022,浪江町,5037,50,37,2.48,1.96
10/12/2022,浪江町,5137,51,37,2.05,2.58
10/8/2022,浪江町,5337,53,37,1.34,1.58
10/9/2022,浪江町,5837,58,37,0.28,0.33
10/8/2022,浪江町,4538,45,38,3.18,1.48
10/8/2022,浪江町,4738,47,38,1.26,1.28
10/8/2022,浪江町,4838,48,38,1.12,1.89
10/8/2022,浪江町,5138,51,38,3.46,1.58
10/8/2022,浪江町,5238,52,38,0.64,0.88
10/8/2022,浪江町,5338,53,38,1.34,1.56
10/9/2022,浪江町,5738,57,38,0.6,0.71
10/8/2022,浪江町,4539,45,39,1.48,1.39
10/8/2022,浪江町,4639,46,39,0.92,1.23
10/8/2022,浪江町,5139,51,39,1.1,1.34
10/8/2022,浪江町,5239,52,39,1.32,1.3
10/9/2022,浪江町,5639,56,39,2.01,1.91
10/11/2022,浪江町,5739,57,39,0.55,0.65
10/9/2022,浪江町,4440,44,40,0.92,1.11
10/12/2022,浪江町,4540,45,40,3.27,2.25
10/12/2022,浪江町,4840,48,40,1.05,1.37
10/12/2022,浪江町,5040,50,40,1.65,1.98
10/12/2022,浪江町,5240,52,40,1.1,1.45
10/8/2022,浪江町,5340,53,40,1.24,1.32
10/9/2022,浪江町,5440,54,40,0.52,0.62
10/9/2022,浪江町,5540,55,40,0.38,0.43
10/11/2022,浪江町,5640,56,40,0.78,0.65
10/9/2022,浪江町,4241,42,41,1.38,1.85
10/9/2022,浪江町,4341,43,41,1.43,1
10/9/2022,浪江町,4541,45,41,0.67,1.01
10/12/2022,浪江町,4641,46,41,2.73,1.82
10/12/2022,浪江町,4741,47,41,3.25,2.15
10/12/2022,浪江町,4841,48,41,2.55,1.62
10/12/2022,浪江町,4941,49,41,2.25,2.04
10/12/2022,浪江町,5041,50,41,5.23,2.05
10/8/2022,浪江町,5141,51,41,2.22,1.43
10/8/2022,浪江町,5241,52,41,1.96,1.95
10/9/2022,浪江町,5441,54,41,0.42,0.58
10/11/2022,浪江町,5541,55,41,1.05,0.48
10/11/2022,浪江町,6141,61,41,0.15,0.22
10/9/2022,浪江町,3942,39,42,5.75,3.99
10/9/2022,浪江町,4042,40,42,5.38,3.23
10/9/2022,浪江町,4142,41,42,3.75,3.68
10/11/2022,浪江町,4642,46,42,1.05,1.76
10/12/2022,浪江町,4742,47,42,1.22,2.03
10/9/2022,浪江町,4942,49,42,1.41,1.15
10/11/2022,浪江町,5042,50,42,0.65,0.72
10/9/2022,浪江町,5142,51,42,0.41,0.75
10/9/2022,浪江町,5242,52,42,0.51,0.56
10/9/2022,浪江町,5342,53,42,0.38,0.48
10/11/2022,浪江町,5442,54,42,0.95,0.76
10/11/2022,浪江町,5542,55,42,0.4,0.43
10/11/2022,浪江町,5942,59,42,0.21,0.21
10/11/2022,浪江町,6042,60,42,0.16,0.22
10/9/2022,浪江町,3843,38,43,3.15,3.58
10/12/2022,浪江町,3943,39,43,2.45,3.17
10/11/2022,浪江町,4543,45,43,1.06,0.9
10/11/2022,浪江町,4643,46,43,0.73,0.77
10/9/2022,浪江町,4743,47,43,2.95,1.13
10/9/2022,浪江町,4843,48,43,1.15,1.36
10/11/2022,浪江町,4943,49,43,1.3,1.45
10/11/2022,浪江町,5043,50,43,1.28,1.43
10/15/2022,浪江町,5143,51,43,0.73,0.96
10/15/2022,浪江町,5343,53,43,0.77,0.86
10/11/2022,浪江町,5543,55,43,0.43,0.48
10/11/2022,浪江町,5643,56,43,0.32,0.25
10/11/2022,浪江町,5743,57,43,0.23,0.22
10/11/2022,浪江町,5843,58,43,0.26,0.22
10/11/2022,浪江町,5943,59,43,0.25,0.3
10/9/2022,浪江町,3744,37,44,1.56,1.9
10/12/2022,浪江町,3844,38,44,5.2,3.25
10/12/2022,浪江町,3944,39,44,2.78,3.5
10/12/2022,浪江町,4044,40,44,2.01,3.25
10/11/2022,浪江町,4444,44,44,1.65,1.05
10/11/2022,浪江町,4544,45,44,0.93,0.83
10/11/2022,浪江町,4644,46,44,0.91,1.19
10/11/2022,浪江町,4944,49,44,1.08,1.15
10/15/2022,浪江町,5244,52,44,0.55,0.85
10/15/2022,浪江町,5544,55,44,0.42,0.24
10/15/2022,浪江町,5644,56,44,0.35,0.27
10/15/2022,浪江町,5744,57,44,0.29,0.34
10/15/2022,浪江町,5844,58,44,0.31,0.32
10/9/2022,浪江町,3645,36,45,2.25,3.29
10/12/2022,浪江町,4145,41,45,2.63,2.8
10/12/2022,浪江町,4245,42,45,2.35,1.8
10/12/2022,浪江町,4345,43,45,1.08,1.82
10/11/2022,浪江町,4445,44,45,0.53,0.95
10/11/2022,浪江町,4545,45,45,1.43,1.22
10/11/2022,浪江町,4845,48,45,1.18,1.06
10/15/2022,浪江町,5545,55,45,0.21,0.2
10/9/2022,浪江町,3446,34,46,1.27,1.48
10/9/2022,浪江町,3546,35,46,2.35,2.33
10/9/2022,浪江町,3646,36,46,3.5,3.69
10/12/2022,浪江町,4146,41,46,0.68,1.06
10/12/2022,浪江町,4446,44,46,1.02,1.05
10/11/2022,浪江町,4546,45,46,1.44,1.33
10/11/2022,浪江町,4746,47,46,1.85,0.99
10/11/2022,浪江町,4846,48,46,1.64,1.12
10/11/2022,浪江町,4946,49,46,0.63,0.82
10/15/2022,浪江町,5546,55,46,0.18,0.19
10/9/2022,浪江町,3247,32,47,4.48,2.28
10/15/2022,浪江町,3347,33,47,2.34,3.84
10/8/1902,浪江町,4247,42,47,0.95,1.08
10/12/2022,浪江町,4347,43,47,1.1,1.68
10/11/2022,浪江町,4647,46,47,0.83,1.23
10/11/2022,浪江町,4747,47,47,0.64,0.78
10/15/2022,浪江町,5447,54,47,0.18,0.21
10/9/2022,浪江町,3248,32,48,2.03,3.09
10/27/2022,浪江町,2149,21,49,0.42,0.56
10/27/2022,浪江町,2249,22,49,0.71,0.87
10/15/2022,浪江町,3149,31,49,1.63,3.05
10/9/2022,浪江町,3249,32,49,2.09,2.02
10/9/2022,浪江町,3349,33,49,4.15,2.65
10/9/2022,浪江町,3449,34,49,3.55,2.28
10/27/2022,浪江町,2050,20,50,0.2,0.24
10/27/2022,浪江町,2150,21,50,0.28,0.32
10/27/2022,浪江町,2250,22,50,0.33,0.39
10/15/2022,浪江町,3050,30,50,2.21,2.44
10/9/2022,浪江町,3550,35,50,2.05,1.95
11/3/2022,浪江町,1451,14,51,0.25,0.31
11/3/2022,浪江町,1551,15,51,0.25,0.32
10/27/2022,浪江町,1651,16,51,0.52,0.56
10/27/2022,浪江町,1751,17,51,0.52,0.28
10/27/2022,浪江町,1851,18,51,0.7,0.68
10/27/2022,浪江町,1951,19,51,0.32,0.37
10/27/2022,浪江町,2051,20,51,0.39,0.4
10/27/2022,浪江町,2151,21,51,0.33,0.45
10/27/2022,浪江町,2251,22,51,0.35,0.32
10/9/2022,浪江町,3551,35,51,2.28,2.32
11/3/2022,浪江町,1352,13,52,0.15,0.17
11/3/2022,浪江町,1452,14,52,0.15,0.22
11/3/2022,浪江町,1552,15,52,0.34,0.4
10/27/2022,浪江町,1652,16,52,0.19,0.3
10/27/2022,浪江町,1752,17,52,0.21,0.25
10/27/2022,浪江町,1852,18,52,0.24,0.46
10/27/2022,浪江町,1952,19,52,0.3,0.4
10/27/2022,浪江町,2052,20,52,0.32,0.34
10/27/2022,浪江町,2152,21,52,0.25,0.36
10/27/2022,浪江町,2252,22,52,0.34,0.42
10/15/2022,浪江町,2852,28,52,1.21,1.43
5/19/2022,浪江町,2952,29,52,1.3,1.7
11/5/2022,浪江町,0353,03,53,0.06,0.06
11/5/2022,浪江町,0453,04,53,0.09,0.1
11/5/2022,浪江町,0553,05,53,0.13,0.13
11/5/2022,浪江町,0653,06,53,0.13,0.12
11/5/2022,浪江町,0753,07,53,0.09,0.08
11/3/2022,浪江町,1153,11,53,0.12,0.12
11/3/2022,浪江町,1253,12,53,0.17,0.18
11/3/2022,浪江町,1353,13,53,0.27,0.18
11/3/2022,浪江町,1453,14,53,0.27,0.3
11/3/2022,浪江町,1553,15,53,0.32,0.57
10/27/2022,浪江町,1653,16,53,0.35,0.7
10/27/2022,浪江町,1753,17,53,0.23,0.32
10/27/2022,浪江町,1853,18,53,0.17,0.19
10/27/2022,浪江町,1953,19,53,0.46,0.55
10/27/2022,浪江町,2053,20,53,0.25,0.28
10/27/2022,浪江町,2153,21,53,0.5,0.65
10/27/2022,浪江町,2253,22,53,0.24,0.28
10/15/2022,浪江町,2353,23,53,0.66,0.86
10/15/2022,浪江町,2553,25,53,0.94,0.19
10/15/2022,浪江町,2653,26,53,3.96,2.2
10/15/2022,浪江町,2753,27,53,1.15,1.2
10/15/2022,浪江町,2853,28,53,2.18,2.28
5/19/2022,浪江町,2953,29,53,2.33,2.77
5/19/2022,浪江町,3053,30,53,3.71,3.74
11/5/2022,浪江町,0254,02,54,0.1,0.09
11/5/2022,浪江町,0454,04,54,0.15,0.11
11/5/2022,浪江町,0554,05,54,0.11,0.1
11/5/2022,浪江町,0654,06,54,0.1,0.12
11/5/2022,浪江町,0754,07,54,0.08,0.09
11/5/2022,浪江町,0854,08,54,0.09,0.08
11/3/2022,浪江町,0954,09,54,0.13,0.13
11/3/2022,浪江町,1054,10,54,0.17,0.15
11/3/2022,浪江町,1154,11,54,0.1,0.11
11/3/2022,浪江町,1254,12,54,0.14,0.15
11/3/2022,浪江町,1354,13,54,0.31,0.38
11/3/2022,浪江町,1454,14,54,0.28,0.48
11/3/2022,浪江町,1554,15,54,0.31,0.52
10/27/2022,浪江町,1654,16,54,0.34,0.38
10/27/2022,浪江町,1754,17,54,0.38,0.63
10/27/2022,浪江町,1854,18,54,0.35,0.38
10/27/2022,浪江町,2054,20,54,0.32,0.37
10/27/2022,浪江町,2154,21,54,0.25,0.33
10/27/2022,浪江町,2254,22,54,0.38,0.36
10/15/2022,浪江町,2454,24,54,0.61,0.74
10/15/2022,浪江町,2554,25,54,0.77,0.72
5/19/2022,浪江町,3054,30,54,2.45,3.61
5/19/2022,浪江町,3154,31,54,2.82,3.2
5/19/2022,浪江町,3254,32,54,1.55,2.31
11/5/2022,浪江町,0255,02,55,0.12,0.15
11/5/2022,浪江町,0355,03,55,0.1,0.11
11/5/2022,浪江町,0455,04,55,0.1,0.09
11/5/2022,浪江町,0555,05,55,0.12,0.13
11/5/2022,浪江町,0655,06,55,0.18,0.17
11/5/2022,浪江町,0755,07,55,0.11,0.12
11/5/2022,浪江町,0855,08,55,0.11,0.12
11/3/2022,浪江町,0955,09,55,0.09,0.08
11/3/2022,浪江町,1055,10,55,0.1,0.14
11/3/2022,浪江町,1155,11,55,0.1,0.11
11/3/2022,浪江町,1255,12,55,0.16,0.15
11/3/2022,浪江町,1355,13,55,0.19,0.2
11/3/2022,浪江町,1455,14,55,2.66,1.36
11/3/2022,浪江町,1555,15,55,0.23,0.24
10/30/2022,浪江町,1655,16,55,1.76,0.72
10/30/2022,浪江町,1755,17,55,0.24,0.43
10/30/2022,浪江町,1855,18,55,0.18,0.19
10/30/2022,浪江町,1955,19,55,0.47,0.48
10/30/2022,浪江町,2055,20,55,0.56,0.36
10/30/2022,浪江町,2155,21,55,0.5,0.73
10/15/2022,浪江町,2455,24,55,2.97,2.24
5/19/2022,浪江町,3355,33,55,1.92,2.2
11/5/2022,浪江町,0256,02,56,0.1,0.1
11/5/2022,浪江町,0356,03,56,0.09,0.11
11/5/2022,浪江町,0456,04,56,0.09,0.1
11/5/2022,浪江町,0556,05,56,0.1,0.1
11/5/2022,浪江町,0656,06,56,0.08,0.07
11/5/2022,浪江町,0756,07,56,0.1,0.09
11/5/2022,浪江町,0856,08,56,0.15,0.09
11/3/2022,浪江町,0956,09,56,0.19,0.14
11/3/2022,浪江町,1056,10,56,0.1,0.12
11/3/2022,浪江町,1156,11,56,0.26,0.24
11/3/2022,浪江町,1256,12,56,0.35,0.26
11/3/2022,浪江町,1356,13,56,1.05,0.38
11/3/2022,浪江町,1456,14,56,1.23,0.56
11/3/2022,浪江町,1556,15,56,0.68,0.42
10/30/2022,浪江町,1656,16,56,0.28,0.3
10/30/2022,浪江町,1756,17,56,0.48,0.55
10/30/2022,浪江町,1856,18,56,0.32,0.38
10/30/2022,浪江町,1956,19,56,0.3,0.4
10/30/2022,浪江町,2056,20,56,0.37,0.5
5/19/2022,浪江町,3456,34,56,0.64,0.83
11/5/2022,浪江町,0257,02,57,0.08,0.08
11/5/2022,浪江町,0357,03,57,0.08,0.08
11/5/2022,浪江町,0457,04,57,0.1,0.09
11/5/2022,浪江町,0557,05,57,0.08,0.09
11/5/2022,浪江町,0657,06,57,0.09,0.08
11/5/2022,浪江町,0757,07,57,0.07,0.06
11/5/2022,浪江町,0857,08,57,0.1,0.09
11/3/2022,浪江町,0957,09,57,0.08,0.07
11/3/2022,浪江町,1057,10,57,0.72,0.3
11/3/2022,浪江町,1157,11,57,0.96,0.36
11/3/2022,浪江町,1257,12,57,0.8,1.19
11/3/2022,浪江町,1357,13,57,0.88,1.06
11/3/2022,浪江町,1457,14,57,1.98,1.08
11/3/2022,浪江町,1557,15,57,0.38,0.2
10/30/2022,浪江町,1657,16,57,0.18,0.2
10/30/2022,浪江町,1757,17,57,0.29,0.39
10/30/2022,浪江町,1857,18,57,0.36,0.47
10/30/2022,浪江町,1957,19,57,0.49,0.51
10/30/2022,浪江町,2057,20,57,0.68,0.8
10/30/2022,浪江町,2157,21,57,0.64,0.68
5/19/2022,浪江町,3457,34,57,0.38,0.58
11/6/2022,浪江町,0258,02,58,0.07,0.07
11/6/2022,浪江町,0358,03,58,0.08,0.09
11/6/2022,浪江町,0458,04,58,0.08,0.09
11/6/2022,浪江町,0558,05,58,0.1,0.09
11/6/2022,浪江町,0658,06,58,0.17,0.17
11/6/2022,浪江町,0758,07,58,0.13,0.12
11/6/2022,浪江町,0858,08,58,0.15,0.11
11/2/2022,浪江町,0958,09,58,0.15,0.18
11/2/2022,浪江町,1058,10,58,0.18,0.16
11/2/2022,浪江町,1158,11,58,0.28,0.31
11/2/2022,浪江町,1258,12,58,0.18,0.23
11/2/2022,浪江町,1358,13,58,1.87,0.24
11/2/2022,浪江町,1458,14,58,0.19,0.22
11/2/2022,浪江町,1558,15,58,0.21,0.17
10/30/2022,浪江町,1658,16,58,0.3,0.3
10/30/2022,浪江町,1758,17,58,0.18,0.2
10/30/2022,浪江町,1858,18,58,0.3,0.35
10/30/2022,浪江町,1958,19,58,0.41,0.4
10/30/2022,浪江町,2058,20,58,0.61,0.75
5/19/2022,浪江町,3358,33,58,0.23,0.32
5/19/2022,浪江町,3458,34,58,2.88,3.93
11/6/2022,浪江町,0359,03,59,0.07,0.07
11/6/2022,浪江町,0459,04,59,0.08,0.09
11/6/2022,浪江町,0559,05,59,0.1,0.1
11/6/2022,浪江町,0659,06,59,0.15,0.21
11/6/2022,浪江町,0759,07,59,0.09,0.1
11/6/2022,浪江町,0859,08,59,0.1,0.19
11/6/2022,浪江町,0959,09,59,0.25,0.27
11/2/2022,浪江町,1059,10,59,0.4,0.35
11/2/2022,浪江町,1159,11,59,0.57,0.5
11/2/2022,浪江町,1259,12,59,0.21,0.27
11/2/2022,浪江町,1359,13,59,0.41,0.4
11/2/2022,浪江町,1459,14,59,0.14,0.14
11/2/2022,浪江町,1559,15,59,0.42,0.29
10/30/2022,浪江町,1659,16,59,0.12,0.16
10/30/2022,浪江町,1759,17,59,0.6,0.68
10/30/2022,浪江町,1859,18,59,0.6,0.47
10/30/2022,浪江町,1959,19,59,1.25,1.05
10/30/2022,浪江町,2059,20,59,0.36,0.43
11/6/2022,浪江町,0260,02,60,0.07,0.06
11/6/2022,浪江町,0360,03,60,0.08,0.08
11/6/2022,浪江町,0560,05,60,0.14,0.15
11/6/2022,浪江町,0660,06,60,0.08,0.09
11/6/2022,浪江町,0760,07,60,0.11,0.11
11/6/2022,浪江町,0860,08,60,0.35,0.37
11/2/2022,浪江町,0960,09,60,0.26,0.27
11/2/2022,浪江町,1060,10,60,0.86,1.48
11/2/2022,浪江町,1260,12,60,0.3,0.38
11/2/2022,浪江町,1360,13,60,0.18,0.21
11/2/2022,浪江町,1460,14,60,0.12,0.13
11/2/2022,浪江町,1560,15,60,0.16,0.2
10/30/2022,浪江町,1660,16,60,0.21,0.29
10/30/2022,浪江町,1760,17,60,1.68,0.6
10/30/2022,浪江町,1860,18,60,0.74,1.16
10/30/2022,浪江町,1960,19,60,0.62,0.78
10/30/2022,浪江町,2060,20,60,1.05,0.92
11/6/2022,浪江町,0261,02,61,0.08,0.07
11/6/2022,浪江町,0361,03,61,0.06,0.07
11/6/2022,浪江町,0461,04,61,0.11,0.13
11/2/2022,浪江町,1361,13,61,0.32,0.14
11/2/2022,浪江町,1461,14,61,0.14,0.14
11/2/2022,浪江町,1561,15,61,0.48,0.22
11/2/2022,浪江町,1661,16,61,0.39,0.68
11/2/2022,浪江町,1761,17,61,0.75,0.83
11/2/2022,浪江町,1861,18,61,1.88,0.64
6/4/2022,浪江町,1961,19,61,0.39,0.45
6/4/2022,浪江町,2061,20,61,1.01,1.05
11/6/2022,浪江町,2161,21,61,2.68,3.28
11/6/2022,浪江町,0262,02,62,0.05,0.05
11/6/2022,浪江町,0362,03,62,0.06,0.07
11/6/2022,浪江町,0462,04,62,0.09,0.07
11/2/2022,浪江町,1362,13,62,0.3,0.32
11/2/2022,浪江町,1462,14,62,0.29,0.24
11/2/2022,浪江町,1562,15,62,0.18,0.25
11/2/2022,浪江町,1662,16,62,0.64,1.02
11/2/2022,浪江町,1762,17,62,0.58,0.72
11/2/2022,浪江町,1862,18,62,1.1,0.91
6/4/2022,浪江町,1962,19,62,1.78,1.81
6/4/2022,浪江町,2062,20,62,1.5,1.27
6/4/2022,浪江町,2162,21,62,2.51,3.38
11/6/2022,浪江町,0363,03,63,0.09,0.08
11/2/2022,浪江町,1663,16,63,0.8,0.9
11/2/2022,浪江町,1763,17,63,1.3,1.92
11/2/2022,浪江町,1863,18,63,1.25,1.56
6/4/2022,浪江町,1963,19,63,1.58,1.48
11/6/2022,浪江町,2163,21,63,5.25,4.35
6/4/2022,浪江町,2263,22,63,4.42,4.87
6/4/2022,浪江町,2363,23,63,3.3,3.2
6/4/2022,浪江町,2463,24,63,1.67,1.83
6/4/2022,浪江町,2563,25,63,1.74,1.32
6/4/2022,浪江町,2663,26,63,0.67,0.71
5/19/2022,浪江町,2963,29,63,0.7,0.78
5/19/2022,浪江町,3063,30,63,0.38,0.47
6/4/2022,浪江町,1964,19,64,4.21,4.35
